"","denovo413","denovo3845","denovo3975","denovo2476","denovo1578","denovo3446","denovo3171","denovo2975","denovo4060","denovo2864","denovo3196","denovo5461","denovo2677","denovo4420","denovo145","denovo1562","denovo144","denovo2921","denovo1573","denovo1358","denovo5728","denovo1825","denovo2251","denovo4520","denovo149","denovo2049","denovo1037","denovo1283","denovo2863","denovo2616","denovo3099","denovo5808","denovo5228","denovo2962","denovo6057","denovo4335","denovo2966","denovo4457","denovo1458","denovo4848","denovo5803","denovo3632","denovo900","denovo4057","denovo6179","denovo3283","denovo5569","denovo2765","denovo4218","denovo4297","denovo3127","denovo3545"
"denovo2049",0.358974358974359,0.400673400673401,0.396666666666667,0.458471760797342,0.553054662379421,0.388316151202749,0.376205787781351,0.401515151515152,0.612244897959184,0.455696202531646,0.444444444444444,0.381118881118881,0.351535836177474,0.387959866220736,0.456140350877193,0.441471571906354,0.375886524822695,0.348993288590604,0.36551724137931,0.5625,0.44336569579288,0.391003460207612,0.373287671232877,0.375,0.1513353115727,0,0.164705882352941,0.392739273927393,0.399267399267399,0.36140350877193,0.555984555984556,0.372670807453416,0.443708609271523,0.354166666666667,0.532567049808429,0.44954128440367,0.409090909090909,0.363636363636364,0.47682119205298,0.533123028391167,0.382252559726962,0.400641025641026,0.412969283276451,0.407942238267148,0.332203389830508,0.628865979381443,0.526748971193416,0.553054662379421,0.41635687732342,0.366242038216561,0.524822695035461,0.471042471042471
"denovo1037",0.32319391634981,0.376306620209059,0.367697594501718,0.460481099656357,0.514950166112957,0.362989323843416,0.317880794701987,0.405511811023622,0.582191780821918,0.450980392156863,0.436708860759494,0.368231046931408,0.323741007194245,0.362068965517241,0.450909090909091,0.41522491349481,0.355311355311355,0.349480968858132,0.346428571428571,0.539748953974895,0.434782608695652,0.370106761565836,0.31294964028777,0.338129496402878,0.158959537572254,0.164705882352941,0,0.404761904761905,0.368421052631579,0.349090909090909,0.52734375,0.386581469648562,0.41522491349481,0.31294964028777,0.511811023622047,0.429022082018927,0.36231884057971,0.354166666666667,0.438356164383562,0.516339869281046,0.363957597173145,0.372168284789644,0.395759717314488,0.357933579335793,0.341379310344828,0.626334519572954,0.518828451882845,0.53156146179402,0.400763358778626,0.332236842105263,0.503676470588235,0.473895582329317
"denovo1283",0.402930402930403,0.376344086021505,0.355871886120996,0.452631578947368,0.579124579124579,0.276363636363636,0.427118644067797,0.465384615384615,0.569288389513109,0.327464788732394,0.291095890410959,0.423791821561338,0.389891696750903,0.418439716312057,0.42756183745583,0.243150684931507,0.406015037593985,0.432142857142857,0.359712230215827,0.557017543859649,0.255172413793103,0.388489208633093,0.379928315412186,0.388888888888889,0.374149659863946,0.392739273927393,0.404761904761905,0,0.460377358490566,0.380073800738007,0.55511811023622,0.382838283828383,0.215827338129496,0.354014598540146,0.476377952755905,0.450331125827815,0.405109489051095,0.414893617021277,0.367491166077739,0.537162162162162,0.370106761565836,0.389078498293515,0.410714285714286,0.381679389312977,0.402173913043478,0.573529411764706,0.560165975103734,0.558922558922559,0.492424242424242,0.384083044982699,0.511111111111111,0.526530612244898
"denovo2863",0.419230769230769,0.410714285714286,0.414285714285714,0.476190476190476,0.507462686567164,0.42910447761194,0.435714285714286,0.443983402489627,0.567901234567901,0.454887218045113,0.453571428571429,0.385767790262172,0.388059701492537,0.447272727272727,0.473880597014925,0.434306569343066,0.418250950570342,0.384892086330935,0.41726618705036,0.578703703703704,0.465703971119134,0.426470588235294,0.3984375,0.397003745318352,0.366037735849057,0.399267399267399,0.368421052631579,0.460377358490566,0,0.364661654135338,0.590163934426229,0.414285714285714,0.426356589147287,0.372262773722628,0.54356846473029,0.421985815602837,0.441947565543071,0.427007299270073,0.486590038314176,0.505660377358491,0.40072202166065,0.416058394160584,0.443223443223443,0.428571428571428,0.401459854014599,0.613545816733068,0.52,0.514925373134328,0.367588932806324,0.402135231316726,0.471311475409836,0.438818565400844
"denovo2616",0.343396226415094,0.378947368421053,0.342560553633218,0.453900709219858,0.490842490842491,0.420875420875421,0.36026936026936,0.407547169811321,0.576923076923077,0.425,0.402027027027027,0.368231046931408,0.346289752650177,0.370748299319728,0.456521739130435,0.388489208633093,0.360424028268551,0.358885017421603,0.381118881118881,0.586776859504132,0.431578947368421,0.405693950177936,0.333333333333333,0.381944444444444,0.335740072202166,0.36140350877193,0.349090909090909,0.380073800738007,0.364661654135338,0,0.556818181818182,0.346938775510204,0.375478927203065,0.204861111111111,0.527881040892193,0.396610169491525,0.385665529010239,0.371621621621622,0.47970479704797,0.485185185185185,0.383275261324042,0.365671641791045,0.382456140350877,0.390845070422535,0.360424028268551,0.619565217391304,0.56734693877551,0.494505494505494,0.395522388059701,0.35472972972973,0.473684210526316,0.45531914893617
"denovo3099",0.532188841201717,0.55984555984556,0.519685039370079,0.592156862745098,0.577868852459016,0.549618320610687,0.540740740740741,0.586206896551724,0.689655172413793,0.566801619433199,0.580152671755725,0.568,0.549407114624506,0.557251908396947,0.591836734693878,0.577689243027888,0.547619047619048,0.513725490196078,0.55859375,0.628318584070797,0.578313253012048,0.56420233463035,0.53515625,0.562992125984252,0.53875968992248,0.555984555984556,0.52734375,0.55511811023622,0.590163934426229,0.556818181818182,0,0.588461538461538,0.555555555555556,0.557312252964427,0.644366197183099,0.556363636363637,0.537313432835821,0.554716981132075,0.551867219917012,0.572614107883817,0.55859375,0.540084388185654,0.560311284046693,0.509881422924901,0.515873015873016,0.718518518518519,0.624413145539906,0.536885245901639,0.570212765957447,0.55,0.630081300813008,0.557692307692308
"denovo5808",0.348920863309353,0.311258278145695,0.359223300970874,0.387622149837134,0.517799352750809,0.397306397306397,0.370253164556962,0.462962962962963,0.607773851590106,0.411003236245955,0.385579937304075,0.382252559726962,0.324324324324324,0.318181818181818,0.450511945392491,0.393220338983051,0.332191780821918,0.325657894736842,0.353741496598639,0.576763485477178,0.429487179487179,0.358361774744027,0.297202797202797,0.345637583892617,0.362459546925566,0.372670807453416,0.386581469648562,0.382838283828383,0.414285714285714,0.346938775510204,0.588461538461538,0,0.346428571428571,0.308474576271187,0.535580524344569,0.371428571428571,0.380952380952381,0.320261437908497,0.452145214521452,0.548701298701299,0.334448160535117,0.381877022653722,0.375838926174497,0.385159010600707,0.297029702970297,0.578397212543554,0.50207468879668,0.521035598705502,0.408759124087591,0.369774919614148,0.481481481481482,0.5
"denovo5228",0.358490566037736,0.36101083032491,0.363309352517986,0.4375,0.548042704626335,0.202247191011236,0.397212543554007,0.471544715447154,0.552941176470588,0.295373665480427,0.206081081081081,0.396153846153846,0.366300366300366,0.399267399267399,0.445692883895131,0.106164383561644,0.384030418250951,0.368231046931408,0.32962962962963,0.572727272727273,0.3584229390681,0.350746268656716,0.373188405797101,0.319391634980989,0.405498281786942,0.443708609271523,0.41522491349481,0.215827338129496,0.426356589147287,0.375478927203065,0.555555555555556,0.346428571428571,0,0.379182156133829,0.491525423728814,0.418918918918919,0.389312977099237,0.378676470588235,0.343283582089552,0.536585365853659,0.333333333333333,0.388888888888889,0.386029411764706,0.37984496124031,0.345454545454545,0.587786259541985,0.534979423868313,0.519572953736655,0.4375,0.380782918149466,0.5234375,0.51792828685259
"denovo2962",0.352727272727273,0.351535836177474,0.326599326599327,0.424561403508772,0.494623655913978,0.411764705882353,0.347826086956522,0.407843137254902,0.58203125,0.387323943661972,0.38255033557047,0.372759856630824,0.288194444444444,0.325423728813559,0.451263537906137,0.402097902097902,0.354385964912281,0.331081081081081,0.351351351351351,0.557446808510638,0.430034129692833,0.381944444444444,0.310469314079422,0.368421052631579,0.294326241134752,0.354166666666667,0.31294964028777,0.354014598540146,0.372262773722628,0.204861111111111,0.557312252964427,0.308474576271187,0.379182156133829,0,0.505836575875486,0.400673400673401,0.360424028268551,0.358108108108108,0.457875457875458,0.503623188405797,0.337837837837838,0.373188405797101,0.349315068493151,0.35,0.31740614334471,0.597069597069597,0.533333333333333,0.498207885304659,0.382575757575758,0.318791946308725,0.458015267175572,0.469387755102041
"denovo6057",0.526748971193416,0.513409961685824,0.534615384615384,0.558139534883721,0.661417322834646,0.533834586466165,0.554347826086957,0.597510373443983,0.619230769230769,0.53968253968254,0.533834586466165,0.545816733067729,0.511627906976744,0.524344569288389,0.51394422310757,0.537549407114625,0.51937984496124,0.503846153846154,0.534090909090909,0.645833333333333,0.525291828793774,0.543726235741445,0.5,0.455598455598456,0.531496062992126,0.532567049808429,0.511811023622047,0.476377952755905,0.54356846473029,0.527881040892193,0.644366197183099,0.535580524344569,0.491525423728814,0.505836575875486,0,0.568345323741007,0.534050179211469,0.516605166051661,0.524793388429752,0.652173913043478,0.539622641509434,0.485355648535565,0.549242424242424,0.51953125,0.529182879377432,0.667953667953668,0.577272727272727,0.615686274509804,0.539419087136929,0.515037593984962,0.587755102040816,0.606334841628959
"denovo4335",0.402826855123675,0.401315789473684,0.452145214521452,0.464882943143813,0.484848484848485,0.425675675675676,0.409937888198758,0.440298507462687,0.597864768683274,0.439739413680782,0.46583850931677,0.404761904761905,0.411960132890365,0.382352941176471,0.469387755102041,0.417218543046358,0.402061855670103,0.398026315789474,0.38,0.625498007968127,0.5,0.404040404040404,0.385135135135135,0.39527027027027,0.44375,0.44954128440367,0.429022082018927,0.450331125827815,0.421985815602837,0.396610169491525,0.556363636363637,0.371428571428571,0.418918918918919,0.400673400673401,0.568345323741007,0,0.427609427609428,0.433224755700326,0.487972508591065,0.498327759197324,0.37953795379538,0.448979591836735,0.43046357615894,0.42756183745583,0.386138613861386,0.568027210884354,0.502024291497976,0.481481481481482,0.406593406593407,0.424528301886793,0.486301369863014,0.50188679245283
"denovo2966",0.407142857142857,0.377162629757785,0.393103448275862,0.440273037542662,0.552816901408451,0.39,0.35016835016835,0.456204379562044,0.592465753424658,0.42756183745583,0.446308724832215,0.365591397849462,0.321554770318021,0.372013651877133,0.482269503546099,0.433691756272401,0.369337979094077,0.355400696864111,0.384615384615385,0.602362204724409,0.462068965517241,0.408304498269896,0.329749103942652,0.402777777777778,0.383512544802867,0.409090909090909,0.36231884057971,0.405109489051095,0.441947565543071,0.385665529010239,0.537313432835821,0.380952380952381,0.389312977099237,0.360424028268551,0.534050179211469,0.427609427609428,0,0.376271186440678,0.458181818181818,0.562277580071174,0.393103448275862,0.378181818181818,0.416382252559727,0.409722222222222,0.360424028268551,0.596491228070175,0.556420233463035,0.538732394366197,0.476534296028881,0.392617449664429,0.527472527472527,0.475609756097561
"denovo4457",0.365942028985507,0.351170568561873,0.383333333333333,0.408163265306123,0.547368421052632,0.419463087248322,0.269230769230769,0.426966292134831,0.55893536121673,0.399317406143345,0.395424836601307,0.369337979094077,0.193220338983051,0.207792207792208,0.450704225352113,0.394463667820069,0.283276450511945,0.248344370860927,0.342372881355932,0.55327868852459,0.416949152542373,0.38013698630137,0.254295532646048,0.307432432432433,0.353951890034364,0.363636363636364,0.354166666666667,0.414893617021277,0.427007299270073,0.371621621621622,0.554716981132075,0.320261437908497,0.378676470588235,0.358108108108108,0.516605166051661,0.433224755700326,0.376271186440678,0,0.412811387900356,0.542553191489362,0.337792642140468,0.363309352517986,0.381756756756757,0.385964912280702,0.220735785953177,0.581560283687943,0.497942386831276,0.526315789473684,0.436363636363636,0.330065359477124,0.501831501831502,0.473684210526316
"denovo1458",0.4106463878327,0.476534296028881,0.461267605633803,0.5,0.602040816326531,0.382142857142857,0.437931034482759,0.525490196078431,0.564705882352941,0.413907284768212,0.407284768211921,0.446428571428571,0.395604395604396,0.411347517730496,0.468864468864469,0.344202898550725,0.434456928838951,0.409252669039146,0.437956204379562,0.561643835616438,0.36026936026936,0.448529411764706,0.406130268199234,0.437037037037037,0.416382252559727,0.47682119205298,0.438356164383562,0.367491166077739,0.486590038314176,0.47970479704797,0.551867219917012,0.452145214521452,0.343283582089552,0.457875457875458,0.524793388429752,0.487972508591065,0.458181818181818,0.412811387900356,0,0.608247422680412,0.425992779783394,0.474226804123711,0.478260869565217,0.460377358490566,0.435251798561151,0.646616541353383,0.533898305084746,0.58843537414966,0.49609375,0.484641638225256,0.517647058823529,0.522448979591837
"denovo4848",0.517985611510791,0.498220640569395,0.484320557491289,0.561643835616438,0.129230769230769,0.530685920577617,0.481099656357388,0.51685393258427,0.628676470588235,0.567656765676568,0.585760517799353,0.532608695652174,0.496402877697842,0.526501766784452,0.541516245487365,0.517361111111111,0.535315985130112,0.503496503496504,0.558718861209964,0.645454545454546,0.588628762541806,0.539285714285714,0.525547445255475,0.518248175182482,0.508196721311475,0.533123028391167,0.516339869281046,0.537162162162162,0.505660377358491,0.485185185185185,0.572614107883817,0.548701298701299,0.536585365853659,0.503623188405797,0.652173913043478,0.498327759197324,0.562277580071174,0.542553191489362,0.608247422680412,0,0.545774647887324,0.555555555555556,0.538732394366197,0.516981132075472,0.50530035335689,0.660516605166052,0.586065573770492,0.24,0.485074626865672,0.5,0.59622641509434,0.48314606741573
"denovo5803",0.346153846153846,0.351351351351351,0.395348837209302,0.431034482758621,0.536585365853659,0.357388316151203,0.364238410596026,0.446564885496183,0.565384615384615,0.381443298969072,0.357615894039735,0.403508771929824,0.354948805460751,0.337792642140468,0.468531468531469,0.362068965517241,0.397212543554007,0.361204013377926,0.0819672131147541,0.598326359832636,0.404040404040404,0.250847457627119,0.3584229390681,0.356401384083045,0.348432055749129,0.382252559726962,0.363957597173145,0.370106761565836,0.40072202166065,0.383275261324042,0.55859375,0.334448160535117,0.333333333333333,0.337837837837838,0.539622641509434,0.37953795379538,0.393103448275862,0.337792642140468,0.425992779783394,0.545774647887324,0,0.364285714285714,0.260869565217391,0.352112676056338,0.317567567567568,0.593525179856115,0.532520325203252,0.536585365853659,0.402985074626866,0.387417218543046,0.511111111111111,0.5
"denovo3632",0.359712230215827,0.362989323843416,0.413194444444444,0.48494983277592,0.581168831168831,0.359712230215827,0.375,0.444866920152091,0.583941605839416,0.419463087248322,0.380645161290323,0.347014925373134,0.346863468634686,0.371428571428571,0.431654676258993,0.394463667820069,0.399280575539568,0.330985915492958,0.352517985611511,0.547169811320755,0.440397350993377,0.381818181818182,0.366666666666667,0.374545454545455,0.364820846905538,0.400641025641026,0.372168284789644,0.389078498293515,0.416058394160584,0.365671641791045,0.540084388185654,0.381877022653722,0.388888888888889,0.373188405797101,0.485355648535565,0.448979591836735,0.378181818181818,0.363309352517986,0.474226804123711,0.555555555555556,0.364285714285714,0,0.415770609318996,0.375,0.339222614840989,0.623655913978495,0.534979423868313,0.545454545454545,0.451127819548872,0.372413793103448,0.471264367816092,0.511194029850746
"denovo900",0.364285714285714,0.375426621160409,0.415540540540541,0.444827586206897,0.564459930313589,0.371527777777778,0.370860927152318,0.496153846153846,0.564885496183206,0.391003460207612,0.441860465116279,0.385159010600707,0.348275862068965,0.372881355932203,0.455516014234875,0.40625,0.415492957746479,0.375838926174497,0.256756756756757,0.579831932773109,0.440677966101695,0.104575163398693,0.384892086330935,0.388111888111888,0.386759581881533,0.412969283276451,0.395759717314488,0.410714285714286,0.443223443223443,0.382456140350877,0.560311284046693,0.375838926174497,0.386029411764706,0.349315068493151,0.549242424242424,0.43046357615894,0.416382252559727,0.381756756756757,0.478260869565217,0.538732394366197,0.260869565217391,0.415770609318996,0,0.35,0.382252559726962,0.634057971014493,0.559670781893004,0.557491289198606,0.434456928838951,0.408637873754153,0.531835205992509,0.533864541832669
"denovo4057",0.212686567164179,0.339285714285714,0.347368421052632,0.471428571428571,0.51865671641791,0.462068965517241,0.388111888111888,0.467181467181467,0.57088122605364,0.41304347826087,0.397923875432526,0.415094339622642,0.352941176470588,0.381625441696113,0.447761194029851,0.389090909090909,0.407017543859649,0.356890459363958,0.353571428571429,0.606060606060606,0.409090909090909,0.346570397111913,0.357933579335793,0.428571428571428,0.357664233576642,0.407942238267148,0.357933579335793,0.381679389312977,0.428571428571428,0.390845070422535,0.509881422924901,0.385159010600707,0.37984496124031,0.35,0.51953125,0.42756183745583,0.409722222222222,0.385964912280702,0.460377358490566,0.516981132075472,0.352112676056338,0.375,0.35,0,0.335714285714286,0.64,0.544715447154472,0.511194029850746,0.422053231939163,0.423611111111111,0.505747126436782,0.495798319327731
"denovo6179",0.322463768115942,0.327759197324415,0.369127516778524,0.380622837370242,0.517482517482518,0.402097902097902,0.237785016286645,0.401574803149606,0.544061302681992,0.405498281786942,0.358552631578947,0.347517730496454,0.158620689655172,0.217391304347826,0.460431654676259,0.387543252595156,0.243055555555556,0.161716171617162,0.332191780821918,0.523404255319149,0.452380952380952,0.348275862068965,0.214285714285714,0.299651567944251,0.31740614334471,0.332203389830508,0.341379310344828,0.402173913043478,0.401459854014599,0.360424028268551,0.515873015873016,0.297029702970297,0.345454545454545,0.31740614334471,0.529182879377432,0.386138613861386,0.360424028268551,0.220735785953177,0.435251798561151,0.50530035335689,0.317567567567568,0.339222614840989,0.382252559726962,0.335714285714286,0,0.563636363636364,0.49792531120332,0.489510489510489,0.377358490566038,0.316666666666667,0.490421455938697,0.462151394422311
"denovo3283",0.609195402298851,0.592857142857143,0.583038869257951,0.655052264808362,0.654545454545455,0.607017543859649,0.588235294117647,0.664150943396226,0.745583038869258,0.60948905109489,0.616724738675958,0.570342205323194,0.561338289962825,0.575,0.648854961832061,0.597122302158273,0.619217081850534,0.598566308243728,0.58695652173913,0.683544303797468,0.638888888888889,0.604395604395604,0.624548736462094,0.596363636363636,0.633802816901408,0.628865979381443,0.626334519572954,0.573529411764706,0.613545816733068,0.619565217391304,0.718518518518519,0.578397212543554,0.587786259541985,0.597069597069597,0.667953667953668,0.568027210884354,0.596491228070175,0.581560283687943,0.646616541353383,0.660516605166052,0.593525179856115,0.623655913978495,0.634057971014493,0.64,0.563636363636364,0,0.719665271966527,0.664233576642336,0.631372549019608,0.605633802816901,0.669144981412639,0.635983263598326
"denovo5569",0.533864541832669,0.531380753138075,0.5,0.514644351464435,0.585365853658537,0.538152610441767,0.514285714285714,0.559322033898305,0.66,0.534188034188034,0.548780487804878,0.550660792951542,0.536885245901639,0.528925619834711,0.552301255230126,0.526530612244898,0.526748971193416,0.528925619834711,0.545081967213115,0.626126126126126,0.534136546184739,0.55,0.520491803278688,0.502092050209205,0.524793388429752,0.526748971193416,0.518828451882845,0.560165975103734,0.52,0.56734693877551,0.624413145539906,0.50207468879668,0.534979423868313,0.533333333333333,0.577272727272727,0.502024291497976,0.556420233463035,0.497942386831276,0.533898305084746,0.586065573770492,0.532520325203252,0.534979423868313,0.559670781893004,0.544715447154472,0.49792531120332,0.719665271966527,0,0.565040650406504,0.506172839506173,0.526315789473684,0.542735042735043,0.513888888888889
"denovo2765",0.523131672597865,0.492957746478873,0.520689655172414,0.538983050847458,0.189024390243902,0.528571428571429,0.5,0.514814814814815,0.628676470588235,0.560402684563758,0.575657894736842,0.526881720430107,0.489285714285714,0.534965034965035,0.564285714285714,0.512027491408935,0.514705882352941,0.477508650519031,0.549295774647887,0.612612612612613,0.584717607973422,0.568904593639576,0.518115942028986,0.509025270758123,0.536666666666667,0.553054662379421,0.53156146179402,0.558922558922559,0.514925373134328,0.494505494505494,0.536885245901639,0.521035598705502,0.519572953736655,0.498207885304659,0.615686274509804,0.481481481481482,0.538732394366197,0.526315789473684,0.58843537414966,0.24,0.536585365853659,0.545454545454545,0.557491289198606,0.511194029850746,0.489510489510489,0.664233576642336,0.565040650406504,0,0.523985239852398,0.515358361774744,0.604477611940299,0.515151515151515
"denovo4218",0.429090909090909,0.409774436090226,0.411764705882353,0.456928838951311,0.487084870848709,0.457875457875458,0.397111913357401,0.419847328244275,0.53469387755102,0.461832061068702,0.442446043165468,0.427450980392157,0.430769230769231,0.414545454545454,0.494339622641509,0.466911764705882,0.421052631578947,0.392592592592593,0.40377358490566,0.618834080717489,0.518382352941177,0.433962264150943,0.391143911439114,0.425925925925926,0.379310344827586,0.41635687732342,0.400763358778626,0.492424242424242,0.367588932806324,0.395522388059701,0.570212765957447,0.408759124087591,0.4375,0.382575757575758,0.539419087136929,0.406593406593407,0.476534296028881,0.436363636363636,0.49609375,0.485074626865672,0.402985074626866,0.451127819548872,0.434456928838951,0.422053231939163,0.377358490566038,0.631372549019608,0.506172839506173,0.523985239852398,0,0.435251798561151,0.460377358490566,0.431535269709544
"denovo4297",0.401408450704225,0.377483443708609,0.39344262295082,0.448844884488449,0.532423208191126,0.402640264026403,0.351437699680511,0.40590405904059,0.584558823529412,0.423333333333333,0.427215189873418,0.395904436860068,0.322147651006711,0.381107491856678,0.45578231292517,0.432885906040268,0.336769759450172,0.338815789473684,0.375838926174497,0.573221757322176,0.449180327868852,0.377104377104377,0.325174825174825,0.349152542372881,0.310457516339869,0.366242038216561,0.332236842105263,0.384083044982699,0.402135231316726,0.35472972972973,0.55,0.369774919614148,0.380782918149466,0.318791946308725,0.515037593984962,0.424528301886793,0.392617449664429,0.330065359477124,0.484641638225256,0.5,0.387417218543046,0.372413793103448,0.408637873754153,0.423611111111111,0.316666666666667,0.605633802816901,0.526315789473684,0.515358361774744,0.435251798561151,0,0.533333333333333,0.4765625
"denovo3127",0.49438202247191,0.503759398496241,0.539325842696629,0.430711610486891,0.591078066914498,0.52,0.492857142857143,0.527675276752767,0.588235294117647,0.524904214559387,0.505454545454545,0.49609375,0.49618320610687,0.494464944649447,0.538167938931298,0.534798534798535,0.490566037735849,0.50188679245283,0.505660377358491,0.675799086757991,0.488805970149254,0.501901140684411,0.454545454545454,0.511278195488722,0.490909090909091,0.524822695035461,0.503676470588235,0.511111111111111,0.471311475409836,0.473684210526316,0.630081300813008,0.481481481481482,0.5234375,0.458015267175572,0.587755102040816,0.486301369863014,0.527472527472527,0.501831501831502,0.517647058823529,0.59622641509434,0.511111111111111,0.471264367816092,0.531835205992509,0.505747126436782,0.490421455938697,0.669144981412639,0.542735042735043,0.604477611940299,0.460377358490566,0.533333333333333,0,0.548
"denovo3545",0.515625,0.484126984126984,0.492,0.526717557251908,0.490494296577947,0.497959183673469,0.46484375,0.512195121951219,0.625,0.52755905511811,0.51685393258427,0.472803347280335,0.473251028806584,0.48582995951417,0.491869918699187,0.523622047244094,0.508264462809917,0.478260869565217,0.492,0.641304347826087,0.5546875,0.530364372469636,0.481171548117155,0.474789915966387,0.454545454545454,0.471042471042471,0.473895582329317,0.526530612244898,0.438818565400844,0.45531914893617,0.557692307692308,0.5,0.51792828685259,0.469387755102041,0.606334841628959,0.50188679245283,0.475609756097561,0.473684210526316,0.522448979591837,0.48314606741573,0.5,0.511194029850746,0.533864541832669,0.495798319327731,0.462151394422311,0.635983263598326,0.513888888888889,0.515151515151515,0.431535269709544,0.4765625,0.548,0
