"","sample_name","Symbiodinium_reads","Brevolium_reads","Cladocopium_reads","Durisdinium_read","F_reads","G_reads","Symbiodinium_proportion","Brevolium_proportion","Cladocopium_proportion","Durisdinium_proportion","Sequence_count"
"450","1080_2017",643,0,0,6374,0,0,0.0916346016816303,0,0,0.90836539831837,7017
"451","729_2017",0,0,0,7014,0,0,0,0,0,1,7014
"452","228_2018",0,0,0,7006,0,0,0,0,0,1,7006
"453","KI17FQ147",0,0,0,6952,0,0,0,0,0,1,6952
"454","465_2014",0,0,0,6944,0,0,0,0,0,1,6944
"455","1024_2017",2784,0,0,4108,0,0,0.403946604759141,0,0,0.596053395240859,6892
"456","497_745_2016b",0,0,0,6860,0,0,0,0,0,1,6860
"457","857_2016a",248,0,0,6564,0,0,0.0364063417498532,0,0,0.963593658250147,6812
"458","797_2015b",0,0,6775,0,0,0,0,0,1,0,6775
"459","184_2018",876,0,0,5843,0,0,0.130376544128591,0,0,0.869623455871409,6719
"460","466_2015a",0,0,0,6683,0,0,0,0,0,1,6683
"461","1036_2017",213,0,0,6415,0,0,0.0321363910681955,0,0,0.967863608931804,6628
"462","353_2015b",0,0,6628,0,0,0,0,0,1,0,6628
"463","1076_2017",0,0,0,6609,0,0,0,0,0,1,6609
"464","788_2016a",0,0,652,5956,0,0,0,0,0.0986682808716707,0.901331719128329,6608
"465","1033_2016a",0,0,0,6503,0,0,0,0,0,1,6503
"466","1017_2017",215,0,0,6205,0,0,0.0334890965732087,0,0,0.966510903426791,6420
"467","439_2016a",0,0,0,6382,0,0,0,0,0,1,6382
"468","628_2017",0,0,2775,3485,0,0,0,0,0.443290734824281,0.556709265175719,6260
"469","605_2017",0,0,0,6204,0,0,0,0,0,1,6204
"470","857_2016a_1",508,0,0,5659,0,0,0.0823739257337441,0,0,0.917626074266256,6167
"471","1078_2017",0,0,0,6108,0,0,0,0,0,1,6108
"472","792_2017",0,0,0,6098,0,0,0,0,0,1,6098
"473","271_2015b",0,0,0,6089,0,0,0,0,0,1,6089
"474","351_2014",0,0,6069,0,0,0,0,0,1,0,6069
"475","164_1143_2017",0,0,0,6009,0,0,0,0,0,1,6009
"476","1013_2016a",0,0,5985,0,0,0,0,0,1,0,5985
"477","824_2017",0,0,0,5958,0,0,0,0,0,1,5958
"478","594_2015a",0,0,5939,0,0,0,0,0,1,0,5939
"479","1031_2017",2429,0,0,3464,0,0,0.412183947055829,0,0,0.587816052944171,5893
"480","1233_2017",0,0,0,5893,0,0,0,0,0,1,5893
"481","722_2015c",0,0,0,5763,0,0,0,0,0,1,5763
"482","353_2014",0,0,3253,2490,0,0,0,0,0.566428695803587,0.433571304196413,5743
"483","157_2017",2227,0,0,3487,0,0,0.389744487224361,0,0,0.610255512775639,5714
"484","1020_2016a",0,0,0,5700,0,0,0,0,0,1,5700
"485","205_2016a",0,0,0,5698,0,0,0,0,0,1,5698
"486","745_2017",0,0,0,5665,0,0,0,0,0,1,5665
"487","4_2015c",0,0,5592,0,0,0,0,0,1,0,5592
"488","937_2017",0,0,0,5591,0,0,0,0,0,1,5591
"489","1036_2016a",0,0,0,5558,0,0,0,0,0,1,5558
"490","1030b_2017",0,0,0,5500,0,0,0,0,0,1,5500
"491","1093_2017",0,0,0,5476,0,0,0,0,0,1,5476
"492","786_2017",0,0,0,5388,0,0,0,0,0,1,5388
"493","1219_2017",455,0,0,4901,0,0,0.0849514563106796,0,0,0.91504854368932,5356
"494","1211_2017",0,0,0,5346,0,0,0,0,0,1,5346
"495","1165_2017",0,0,0,5319,0,0,0,0,0,1,5319
"496","1119_2017",0,0,0,5272,0,0,0,0,0,1,5272
"497","255_2019",0,0,0,5262,0,0,0,0,0,1,5262
"498","442_2015b",0,0,0,5212,0,0,0,0,0,1,5212
"499","62_2014",0,0,5204,0,0,0,0,0,1,0,5204
"500","1157_2017",2031,0,328,2840,0,0,0.39065204847086,0,0.063089055587613,0.546258895941527,5199
"501","271_2014",0,0,0,5182,0,0,0,0,0,1,5182
"502","253_2014",0,0,5179,0,0,0,0,0,1,0,5179
"503","386_2015c",0,0,714,4430,0,0,0,0,0.138802488335925,0.861197511664075,5144
"504","500_2014",0,0,5107,0,0,0,0,0,1,0,5107
"505","1011_2017",377,0,0,4728,0,0,0.0738491674828599,0,0,0.92615083251714,5105
"506","1217_2017",440,0,0,4650,0,0,0.0864440078585462,0,0,0.913555992141454,5090
"507","807_2017",0,0,0,5056,0,0,0,0,0,1,5056
"508","1020_2017",696,0,0,4357,0,0,0.137739956461508,0,0,0.862260043538492,5053
"509","447_2014",0,0,4435,554,0,0,0,0,0.8889557025456,0.1110442974544,4989
"510","729_2015c",0,0,0,4930,0,0,0,0,0,1,4930
"511","786_2016a",0,0,0,4928,0,0,0,0,0,1,4928
"512","1221_2017",552,0,0,4325,0,0,0.113184334631946,0,0,0.886815665368054,4877
"513","379_2017",3035,0,0,1783,0,0,0.629929431299294,0,0,0.370070568700706,4818
"514","810b_1435_2016b",250,0,0,4533,0,0,0.0522684507631194,0,0,0.947731549236881,4783
"515","1131_2017",1904,0,0,2866,0,0,0.39916142557652,0,0,0.60083857442348,4770
"516","143_2019",418,0,0,4313,0,0,0.0883534136546185,0,0,0.911646586345382,4731
"517","919_2017",0,0,0,4719,0,0,0,0,0,1,4719
"518","1169_2017",0,0,0,4669,0,0,0,0,0,1,4669
"519","99_2017",421,0,0,4190,0,0,0.0913034049013229,0,0,0.908696595098677,4611
"520","442_2014",0,0,0,4602,0,0,0,0,0,1,4602
"521","810b_1435_2017",690,0,0,3864,0,0,0.151515151515152,0,0,0.848484848484849,4554
"522","1061_2017",0,0,2417,2107,0,0,0,0,0.534261715296198,0.465738284703802,4524
"523","594_2016a",0,0,4458,0,0,0,0,0,1,0,4458
"524","62_2017",254,0,0,4140,0,0,0.0578060992262176,0,0,0.942193900773782,4394
"525","729_2016a",0,0,0,4362,0,0,0,0,0,1,4362
"526","1075_2017",0,0,0,4358,0,0,0,0,0,1,4358
"527","762_2015c",0,0,0,4339,0,0,0,0,0,1,4339
"528","1191_2017",0,0,0,4320,0,0,0,0,0,1,4320
"529","844_2015c_1",0,0,4303,0,0,0,0,0,1,0,4303
"530","906_2017",0,0,246,4056,0,0,0,0,0.0571827057182706,0.942817294281729,4302
"531","287_2019",0,0,0,4260,0,0,0,0,0,1,4260
"532","1124_2017",0,0,2940,1300,0,0,0,0,0.693396226415094,0.306603773584906,4240
"533","897_2017",0,0,0,4223,0,0,0,0,0,1,4223
"534","597_1228_2017",0,0,0,4215,0,0,0,0,0,1,4215
"535","754_2015c",0,0,0,4201,0,0,0,0,0,1,4201
"536","188_2019",623,0,0,3546,0,0,0.149436315663229,0,0,0.850563684336771,4169
"537","850_2016a",0,0,0,4074,0,0,0,0,0,1,4074
"538","KI17FQ65",0,0,0,4068,0,0,0,0,0,1,4068
"539","797_2016b",0,0,0,4066,0,0,0,0,0,1,4066
"540","1163_2017",526,0,0,3538,0,0,0.129429133858268,0,0,0.870570866141732,4064
"541","386_2016b",0,0,0,4040,0,0,0,0,0,1,4040
"542","597_2016a",0,0,1153,2795,0,0,0,0,0.292046605876393,0.707953394123607,3948
"543","242_2014_1",0,0,0,3912,0,0,0,0,0,1,3912
"544","1009_2017",0,0,0,3904,0,0,0,0,0,1,3904
"545","1056_2017",0,0,0,3880,0,0,0,0,0,1,3880
"546","1079_2017",0,0,0,3863,0,0,0,0,0,1,3863
"547","1089_2017",686,0,0,3176,0,0,0.177628171931642,0,0,0.822371828068358,3862
"548","442_2015c",0,0,0,3842,0,0,0,0,0,1,3842
"549","500_2017",0,0,0,3796,0,0,0,0,0,1,3796
"550","1032_2016a",0,0,0,3777,0,0,0,0,0,1,3777
"551","766_2015c",0,0,0,3754,0,0,0,0,0,1,3754
"552","618_2015a",0,0,3737,0,0,0,0,0,1,0,3737
"553","466_2014",279,0,0,3457,0,0,0.074678800856531,0,0,0.925321199143469,3736
"554","99_2015c",0,0,3729,0,0,0,0,0,1,0,3729
"555","933_2017",0,0,0,3672,0,0,0,0,0,1,3672
"556","271_2015a",0,0,0,3655,0,0,0,0,0,1,3655
"557","1120_2017",0,0,0,3555,0,0,0,0,0,1,3555
"558","KI17FQ101",0,0,0,3549,0,0,0,0,0,1,3549
"559","1028_2016a",0,0,0,3491,0,0,0,0,0,1,3491
"560","1005_2016a",0,0,3472,0,0,0,0,0,1,0,3472
"561","1242_2017",0,0,425,3038,0,0,0,0,0.122725960150159,0.877274039849841,3463
"562","148_2014",0,0,0,3439,0,0,0,0,0,1,3439
"563","1171_2017",2485,0,0,941,0,0,0.72533566841798,0,0,0.27466433158202,3426
"564","1135_2017",0,0,0,3397,0,0,0,0,0,1,3397
"565","800_2015c",0,0,3324,0,0,0,0,0,1,0,3324
"566","735_2015b",0,0,0,3286,0,0,0,0,0,1,3286
"567","386_2014",0,0,385,2894,0,0,0,0,0.11741384568466,0.88258615431534,3279
"568","1127_2017",679,0,0,2584,0,0,0.20809071406681,0,0,0.79190928593319,3263
"569","813_2016a",0,0,0,3236,0,0,0,0,0,1,3236
"570","1017_2016a",0,0,3230,0,0,0,0,0,1,0,3230
"571","1130_2017",0,0,0,3222,0,0,0,0,0,1,3222
"572","1237_2017",0,0,0,3169,0,0,0,0,0,1,3169
"573","482_2016a",0,0,0,3064,0,0,0,0,0,1,3064
"574","1215_2017",971,0,0,2086,0,0,0.317631665031076,0,0,0.682368334968924,3057
"575","328_2017",0,0,0,3055,0,0,0,0,0,1,3055
"576","253_2015c",0,0,3052,0,0,0,0,0,1,0,3052
"577","223_2017",447,0,0,2592,0,0,0.147087857847976,0,0,0.852912142152024,3039
"578","929_2016a",0,0,0,2993,0,0,0,0,0,1,2993
"579","504_2014",0,0,0,2974,0,0,0,0,0,1,2974
"580","783_2016a",0,0,0,2953,0,0,0,0,0,1,2953
"581","1033_2017",0,0,0,2949,0,0,0,0,0,1,2949
"582","911_2017",0,0,0,2901,0,0,0,0,0,1,2901
"583","231_2017",0,0,1040,1856,0,0,0,0,0.359116022099448,0.640883977900553,2896
"584","470_2015c",385,0,0,2480,0,0,0.134380453752181,0,0,0.865619546247818,2865
"585","1050_2016a",0,0,275,2585,0,0,0,0,0.0961538461538462,0.903846153846154,2860
"586","1106_2017",0,0,0,2856,0,0,0,0,0,1,2856
"587","594_2017",0,0,2795,0,0,0,0,0,1,0,2795
"588","618_2017",0,0,0,2787,0,0,0,0,0,1,2787
"589","328_2016a",585,0,0,2195,0,0,0.210431654676259,0,0,0.789568345323741,2780
"590","933_2016a",0,0,0,2742,0,0,0,0,0,1,2742
"591","1202_2017",0,0,0,2725,0,0,0,0,0,1,2725
"592","783_2017",1254,0,0,1464,0,0,0.461368653421634,0,0,0.538631346578366,2718
"593","213_2017",0,0,0,2642,0,0,0,0,0,1,2642
"594","258_2019",0,0,0,2553,0,0,0,0,0,1,2553
"595","612_2017",0,0,0,2545,0,0,0,0,0,1,2545
"596","807_2016a",0,0,0,2486,0,0,0,0,0,1,2486
"597","1055_2016a",0,0,0,2466,0,0,0,0,0,1,2466
"598","742_2015b",0,0,0,2456,0,0,0,0,0,1,2456
"599","1116_2017",322,0,0,2119,0,0,0.131913150348218,0,0,0.868086849651782,2441
"600","1133_2017",0,0,0,2396,0,0,0,0,0,1,2396
"601","844_2017",0,0,0,2325,0,0,0,0,0,1,2325
"602","1199_2017",0,0,0,2308,0,0,0,0,0,1,2308
"603","797_2017",247,0,0,1990,0,0,0.110415735359857,0,0,0.889584264640143,2237
"604","1161_2017",0,0,0,2231,0,0,0,0,0,1,2231
"605","1140_2017",0,0,2219,0,0,0,0,0,1,0,2219
"606","766_2015b",0,0,0,2213,0,0,0,0,0,1,2213
"607","40_2019",0,0,0,2136,0,0,0,0,0,1,2136
"608","1196_2017",0,0,0,2122,0,0,0,0,0,1,2122
"609","1030_2016a",0,0,0,1914,0,0,0,0,0,1,1914
"610","289_2016a",0,0,0,1849,0,0,0,0,0,1,1849
"611","1197_2017",0,0,0,1848,0,0,0,0,0,1,1848
"612","1037_2016a",0,0,0,1841,0,0,0,0,0,1,1841
"613","1105_2017",0,0,0,1790,0,0,0,0,0,1,1790
"614","37_2019",0,0,0,1781,0,0,0,0,0,1,1781
"615","592_2015a",0,0,1766,0,0,0,0,0,1,0,1766
"616","386_2017",0,0,625,1101,0,0,0,0,0.362108922363847,0.637891077636153,1726
"617","1129_2017",0,0,0,1714,0,0,0,0,0,1,1714
"618","768_2015c",0,0,0,1690,0,0,0,0,0,1,1690
"619","99_2016a",0,0,0,1645,0,0,0,0,0,1,1645
"620","29_2016a",0,0,0,1611,0,0,0,0,0,1,1611
"621","909_2017",0,0,0,1579,0,0,0,0,0,1,1579
"622","1011_2016a",0,0,1443,0,0,0,0,0,1,0,1443
"623","1178_2017",315,0,0,1107,0,0,0.221518987341772,0,0,0.778481012658228,1422
"624","1049_2017",863,0,0,551,0,0,0.61032531824611,0,0,0.38967468175389,1414
"625","1190_2017",195,0,0,1216,0,0,0.138199858256556,0,0,0.861800141743444,1411
"626","289_2014",0,0,1185,209,0,0,0,0,0.850071736011478,0.149928263988522,1394
"627","192_2019",0,0,0,1378,0,0,0,0,0,1,1378
"628","696_2016a",0,0,0,1365,0,0,0,0,0,1,1365
"629","637_2016a",0,0,0,1346,0,0,0,0,0,1,1346
"630","919_2016a",0,0,0,1340,0,0,0,0,0,1,1340
"631","461_2014",0,0,0,1339,0,0,0,0,0,1,1339
"632","824_2016a",0,0,0,1323,0,0,0,0,0,1,1323
"633","1158_2017",0,0,0,1308,0,0,0,0,0,1,1308
"634","311_2014",0,0,907,379,0,0,0,0,0.705287713841369,0.294712286158631,1286
"635","1251_2017",0,0,635,630,0,0,0,0,0.50197628458498,0.49802371541502,1265
"636","1122_2017",457,0,0,724,0,0,0.386960203217612,0,0,0.613039796782388,1181
"637","1049_2016a",497,0,0,683,0,0,0.421186440677966,0,0,0.578813559322034,1180
"638","1037_2017",0,0,0,1177,0,0,0,0,0,1,1177
"639","KI17FQ228",0,0,0,1169,0,0,0,0,0,1,1169
"640","1109_2017",0,0,0,1161,0,0,0,0,0,1,1161
"641","1125_2017",0,0,0,1151,0,0,0,0,0,1,1151
"642","271_2015c",0,0,0,1150,0,0,0,0,0,1,1150
"643","1213_2017",0,0,0,1108,0,0,0,0,0,1,1108
"644","914_2016a",0,0,0,1089,0,0,0,0,0,1,1089
"645","1034_2017",0,0,0,1078,0,0,0,0,0,1,1078
"646","1107_2017",0,0,0,1076,0,0,0,0,0,1,1076
"647","902_2016a",0,0,0,1012,0,0,0,0,0,1,1012
"648","402_2014",0,0,1005,0,0,0,0,0,1,0,1005
"649","1023_2016a",0,0,0,977,0,0,0,0,0,1,977
"650","1040_2017",0,0,0,970,0,0,0,0,0,1,970
"651","486_2014",0,0,0,954,0,0,0,0,0,1,954
"652","906_2016a",0,0,0,949,0,0,0,0,0,1,949
"653","1167_2017",0,0,0,946,0,0,0,0,0,1,946
"654","470_2015a",0,0,0,897,0,0,0,0,0,1,897
"655","597_2015b",0,0,0,850,0,0,0,0,0,1,850
"656","1141_2017",0,0,0,845,0,0,0,0,0,1,845
"657","925_2016a",0,0,0,841,0,0,0,0,0,1,841
"658","KI17FQ54",0,0,0,808,0,0,0,0,0,1,808
"659","338_2014",0,0,784,0,0,0,0,0,1,0,784
"660","583_2016a",0,0,445,279,0,0,0,0,0.614640883977901,0.385359116022099,724
"661","455_2015a",0,0,0,709,0,0,0,0,0,1,709
"662","487_2014",0,0,0,673,0,0,0,0,0,1,673
"663","618_2016a",0,0,0,662,0,0,0,0,0,1,662
"664","797_2016a",0,0,0,650,0,0,0,0,0,1,650
"665","1201_2017",272,0,0,376,0,0,0.419753086419753,0,0,0.580246913580247,648
"666","1031_2016a",0,0,0,636,0,0,0,0,0,1,636
"667","1164_2017",326,0,0,309,0,0,0.513385826771654,0,0,0.486614173228346,635
"668","1064_2017",0,0,0,628,0,0,0,0,0,1,628
"669","820_2016a",0,0,0,619,0,0,0,0,0,1,619
"670","400_1102_2017",0,0,0,607,0,0,0,0,0,1,607
"671","1176_2017",0,0,0,591,0,0,0,0,0,1,591
"672","19_2014",0,0,529,0,0,0,0,0,1,0,529
"673","754_899_2016a",0,0,0,508,0,0,0,0,0,1,508
"674","253_2015a",0,0,502,0,0,0,0,0,1,0,502
"675","1024_2016a",0,0,0,492,0,0,0,0,0,1,492
"676","612_2016a",0,0,0,492,0,0,0,0,0,1,492
"677","1022_2016a",0,0,0,465,0,0,0,0,0,1,465
"678","844_2016a",0,0,0,451,0,0,0,0,0,1,451
"679","909_2016a",0,0,0,450,0,0,0,0,0,1,450
"680","592_2016a",0,0,0,424,0,0,0,0,0,1,424
"681","1149_2017",0,0,401,0,0,0,0,0,1,0,401
"682","941_2016a",0,0,0,384,0,0,0,0,0,1,384
"683","205_1258_2017",0,0,0,378,0,0,0,0,0,1,378
"684","736_2015c",0,0,0,369,0,0,0,0,0,1,369
"685","1008_2016a",0,0,0,367,0,0,0,0,0,1,367
"686","62_2016a",0,0,0,285,0,0,0,0,0,1,285
"687","936_2017",0,0,0,266,0,0,0,0,0,1,266
"688","735_2015c",266,0,0,0,0,0,1,0,0,0,266
"689","245_2018",0,0,0,231,0,0,0,0,0,1,231
"690","618_2015c",0,0,219,0,0,0,0,0,1,0,219
"691","20_2019",0,0,0,0,0,0,0,0,0,0,0
"692","88_2018",0,0,0,0,0,0,0,0,0,0,0
"693","45_2018",0,0,0,0,0,0,0,0,0,0,0
"694","492_2014",0,0,0,0,0,0,0,0,0,0,0
"695","376_2015c",0,0,0,0,0,0,0,0,0,0,0
"696","223_2019",0,0,0,0,0,0,0,0,0,0,0
"697","201_2018",0,0,0,0,0,0,0,0,0,0,0
"698","132_2018",0,0,0,0,0,0,0,0,0,0,0
"699","302_2014",0,0,0,0,0,0,0,0,0,0,0
"700","1050_2017",0,0,0,0,0,0,0,0,0,0,0
"701","1186_2017",0,0,0,0,0,0,0,0,0,0,0
"702","1184_2017",0,0,0,0,0,0,0,0,0,0,0
"703","1203_2017",0,0,0,0,0,0,0,0,0,0,0
"704","857_2017",0,0,0,0,0,0,0,0,0,0,0
"705","1192_2017",0,0,0,0,0,0,0,0,0,0,0
"706","400_2014",0,0,0,0,0,0,0,0,0,0,0
"707","334_2014",0,0,0,0,0,0,0,0,0,0,0
"708","1035_2016a",0,0,0,0,0,0,0,0,0,0,0
"709","656_2015b",0,0,0,0,0,0,0,0,0,0,0
"710","1056_2016a",0,0,0,0,0,0,0,0,0,0,0
"711","1040_2016a",0,0,0,0,0,0,0,0,0,0,0
"712","900_2016a",0,0,0,0,0,0,0,0,0,0,0
"713","328_2015c",0,0,0,0,0,0,0,0,0,0,0
"714","605_2015c",0,0,0,0,0,0,0,0,0,0,0
"715","597_2015c",0,0,0,0,0,0,0,0,0,0,0
"716","588_2015c",0,0,0,0,0,0,0,0,0,0,0
"717","176_2014",0,0,0,0,0,0,0,0,0,0,0
"718","62_2015b",0,0,0,0,0,0,0,0,0,0,0
"719","792_2016a",0,0,0,0,0,0,0,0,0,0,0
"720","939_2016a",0,0,0,0,0,0,0,0,0,0,0
"721","936_2016a",0,0,0,0,0,0,0,0,0,0,0
"722","482_2015b",0,0,0,0,0,0,0,0,0,0,0
"723","729_2015b",0,0,0,0,0,0,0,0,0,0,0
"724","583_2015b",0,0,0,0,0,0,0,0,0,0,0
"725","386_2015b",0,0,0,0,0,0,0,0,0,0,0
"726","273_2014",0,0,0,0,0,0,0,0,0,0,0
"727","408_2014",0,0,0,0,0,0,0,0,0,0,0
"728","376_2014",0,0,0,0,0,0,0,0,0,0,0
"729","34_2014",0,0,0,0,0,0,0,0,0,0,0
